Optical Power Monitor,,,,,,,
6.5.5217.15,,,,,,,
Delimiter Used: , ',',,,,,
,,,,,,,
Start of Measurement , 9/29/2025 16:00:38,,,,,,
Sample Interval , 10 s,,,,,,
, PM100D 250207512, PM100D 14101752,,,,,
Type, PM100D, PM100D,,,,,
Serialnumber, P0037408, P0009211,,,,,
Sensor, S121C, S121C,,,,,
SensorSerialnumber,250207512,14101752,,,,,
Wavelength / Responsivity, 852 nm, 852 nm,,,,,
,,,,,,,
,,,PM100D 250207512, PM100D 250207512, PM100D 14101752, PM100D 14101752, 
Samples ,Date,Time,7512Power (W),7512Temperature (°C),1752Power (W),1752Temperature (°C),
1776, 9/29/2025, 20:57:07.216,0.017476,21.311,0.034285,21.063,
1777, 9/29/2025, 20:57:17.236,0.017474,21.308,0.034277,21.067,
1778, 9/29/2025, 20:57:27.244,0.01748,21.308,0.034271,21.088,
1779, 9/29/2025, 20:57:37.251,0.017479,21.309,0.034286,21.079,
1780, 9/29/2025, 20:57:47.276,0.01747,21.315,0.034282,21.093,
1781, 9/29/2025, 20:57:57.287,0.017482,21.316,0.03429,21.097,
1782, 9/29/2025, 20:58:07.294,0.017477,21.311,0.034293,21.103,
1783, 9/29/2025, 20:58:17.315,0.017472,21.311,0.034289,21.103,
1784, 9/29/2025, 20:58:27.324,0.017485,21.316,0.034265,21.105,
1785, 9/29/2025, 20:58:37.350,0.017483,21.319,0.03429,21.104,
1786, 9/29/2025, 20:58:47.367,0.017491,21.311,0.034292,21.103,
1787, 9/29/2025, 20:58:57.380,0.017481,21.318,0.034282,21.098,
1788, 9/29/2025, 20:59:07.381,0.017481,21.316,0.034277,21.095,
1789, 9/29/2025, 20:59:17.404,0.017486,21.319,0.034262,21.083,
1790, 9/29/2025, 20:59:27.413,0.017489,21.323,0.034264,21.074,
1791, 9/29/2025, 20:59:37.423,0.017485,21.319,0.034273,21.061,
1792, 9/29/2025, 20:59:47.453,0.017485,21.317,0.034288,21.053,
1793, 9/29/2025, 20:59:57.463,0.01748,21.319,0.034273,21.04,
1794, 9/29/2025, 21:00:07.465,0.01748,21.325,0.034287,21.038,
1795, 9/29/2025, 21:00:17.491,0.017482,21.315,0.034289,21.033,
1796, 9/29/2025, 21:00:27.504,0.01748,21.322,0.034268,21.033,
1797, 9/29/2025, 21:00:37.513,0.017484,21.317,0.034289,21.027,
1798, 9/29/2025, 21:00:47.536,0.017482,21.314,0.034256,21.027,
1799, 9/29/2025, 21:00:57.565,0.01749,21.312,0.034274,21.027,
1800, 9/29/2025, 21:01:07.573,0.017482,21.31,0.034277,21.028,
1801, 9/29/2025, 21:01:17.576,0.017483,21.311,0.034275,21.032,
1802, 9/29/2025, 21:01:27.588,0.017479,21.315,0.034282,21.033,
1803, 9/29/2025, 21:01:37.606,0.017476,21.306,0.034294,21.036,
1804, 9/29/2025, 21:01:47.613,0.017476,21.313,0.03429,21.043,
1805, 9/29/2025, 21:01:57.642,0.017484,21.312,0.034287,21.044,
1806, 9/29/2025, 21:02:07.653,0.017479,21.313,0.034304,21.051,
1807, 9/29/2025, 21:02:17.663,0.017477,21.307,0.034282,21.063,
1808, 9/29/2025, 21:02:27.668,0.017478,21.309,0.034296,21.069,
1809, 9/29/2025, 21:02:37.688,0.017479,21.31,0.034248,21.085,
1810, 9/29/2025, 21:02:47.714,0.017477,21.309,0.034282,21.09,
1811, 9/29/2025, 21:02:57.734,0.017477,21.305,0.034265,21.094,
1812, 9/29/2025, 21:03:07.754,0.017482,21.307,0.034258,21.094,
1813, 9/29/2025, 21:03:17.776,0.017483,21.314,0.034288,21.092,
1814, 9/29/2025, 21:03:27.800,0.017483,21.319,0.034287,21.082,
1815, 9/29/2025, 21:03:37.823,0.017483,21.321,0.034286,21.083,
1816, 9/29/2025, 21:03:47.832,0.017483,21.314,0.034281,21.08,
1817, 9/29/2025, 21:03:57.849,0.017481,21.308,0.034278,21.07,
1818, 9/29/2025, 21:04:07.854,0.017479,21.312,0.034285,21.061,
1819, 9/29/2025, 21:04:17.883,0.017481,21.311,0.034291,21.047,
1820, 9/29/2025, 21:04:27.912,0.017481,21.316,0.034294,21.046,
1821, 9/29/2025, 21:04:37.919,0.017483,21.318,0.034288,21.038,
1822, 9/29/2025, 21:04:47.929,0.017483,21.316,0.034291,21.033,
1823, 9/29/2025, 21:04:57.954,0.017484,21.309,0.034291,21.027,
1824, 9/29/2025, 21:05:07.983,0.017482,21.314,0.034298,21.026,
1825, 9/29/2025, 21:05:18.012,0.017489,21.312,0.034285,21.022,
1826, 9/29/2025, 21:05:28.017,0.017473,21.315,0.034285,21.023,
1827, 9/29/2025, 21:05:38.037,0.017477,21.315,0.034294,21.03,
1828, 9/29/2025, 21:05:48.051,0.017481,21.302,0.034285,21.031,
1829, 9/29/2025, 21:05:58.071,0.017473,21.305,0.034297,21.035,
1830, 9/29/2025, 21:06:08.078,0.017483,21.314,0.034289,21.036,
1831, 9/29/2025, 21:06:18.098,0.01748,21.311,0.034287,21.038,
1832, 9/29/2025, 21:06:28.112,0.017473,21.304,0.034304,21.041,
1833, 9/29/2025, 21:06:38.132,0.017482,21.306,0.034287,21.04,
1834, 9/29/2025, 21:06:48.156,0.017484,21.308,0.03428,21.049,
1835, 9/29/2025, 21:06:58.180,0.017474,21.302,0.034285,21.063,
1836, 9/29/2025, 21:07:08.199,0.017475,21.307,0.034286,21.072,
1837, 9/29/2025, 21:07:18.215,0.017478,21.311,0.034275,21.07,
1838, 9/29/2025, 21:07:28.244,0.017481,21.308,0.034282,21.08,
1839, 9/29/2025, 21:07:38.251,0.017481,21.304,0.034266,21.09,
1840, 9/29/2025, 21:07:48.252,0.017476,21.301,0.034314,21.091,
1841, 9/29/2025, 21:07:58.256,0.017484,21.309,0.034297,21.083,
1842, 9/29/2025, 21:08:08.257,0.017476,21.314,0.034294,21.08,
1843, 9/29/2025, 21:08:18.287,0.017481,21.31,0.034282,21.065,
1844, 9/29/2025, 21:08:28.304,0.017486,21.312,0.03429,21.053,
1845, 9/29/2025, 21:08:38.314,0.017486,21.307,0.034265,21.043,
1846, 9/29/2025, 21:08:48.336,0.017481,21.307,0.034286,21.043,
1847, 9/29/2025, 21:08:58.345,0.017487,21.308,0.034293,21.036,
1848, 9/29/2025, 21:09:08.360,0.017487,21.314,0.034285,21.032,
1849, 9/29/2025, 21:09:18.380,0.017488,21.312,0.034304,21.03,
1850, 9/29/2025, 21:09:28.396,0.017482,21.31,0.034296,21.027,
1851, 9/29/2025, 21:09:38.414,0.01749,21.31,0.034283,21.024,
1852, 9/29/2025, 21:09:48.429,0.017489,21.312,0.034286,21.023,
1853, 9/29/2025, 21:09:58.449,0.017487,21.313,0.034297,21.024,
1854, 9/29/2025, 21:10:08.458,0.017484,21.305,0.034288,21.025,
1855, 9/29/2025, 21:10:18.470,0.017476,21.308,0.034315,21.03,
1856, 9/29/2025, 21:10:28.501,0.017483,21.305,0.034312,21.03,
1857, 9/29/2025, 21:10:38.523,0.017484,21.31,0.034295,21.031,
1858, 9/29/2025, 21:10:48.529,0.017482,21.304,0.034289,21.033,
1859, 9/29/2025, 21:10:58.549,0.017483,21.301,0.034287,21.038,
1860, 9/29/2025, 21:11:08.577,0.017484,21.304,0.034288,21.046,
1861, 9/29/2025, 21:11:18.580,0.01748,21.3,0.034282,21.048,
1862, 9/29/2025, 21:11:28.591,0.017482,21.301,0.034292,21.053,
1863, 9/29/2025, 21:11:38.614,0.017481,21.305,0.034295,21.064,
1864, 9/29/2025, 21:11:48.626,0.017476,21.302,0.034294,21.078,
1865, 9/29/2025, 21:11:58.647,0.017481,21.308,0.034282,21.076,
1866, 9/29/2025, 21:12:08.671,0.017485,21.314,0.034278,21.088,
1867, 9/29/2025, 21:12:18.692,0.017492,21.309,0.034292,21.082,
1868, 9/29/2025, 21:12:28.708,0.017477,21.31,0.03429,21.073,
1869, 9/29/2025, 21:12:38.729,0.01748,21.303,0.034274,21.066,
1870, 9/29/2025, 21:12:48.745,0.017488,21.304,0.034301,21.061,
1871, 9/29/2025, 21:12:58.767,0.017484,21.31,0.034288,21.047,
1872, 9/29/2025, 21:13:08.784,0.01748,21.311,0.034292,21.043,
1873, 9/29/2025, 21:13:18.798,0.017484,21.31,0.034303,21.037,
1874, 9/29/2025, 21:13:28.820,0.017489,21.314,0.034294,21.03,
1875, 9/29/2025, 21:13:38.833,0.017481,21.311,0.034298,21.027,
1876, 9/29/2025, 21:13:48.840,0.017489,21.306,0.034308,21.022,
1877, 9/29/2025, 21:13:58.841,0.017485,21.308,0.034297,21.015,
1878, 9/29/2025, 21:14:08.849,0.017493,21.311,0.034293,21.016,
1879, 9/29/2025, 21:14:18.870,0.017485,21.308,0.034291,21.014,
1880, 9/29/2025, 21:14:28.873,0.017484,21.308,0.034307,21.02,
1881, 9/29/2025, 21:14:38.883,0.017475,21.306,0.034318,21.026,
1882, 9/29/2025, 21:14:48.888,0.017472,21.303,0.034301,21.032,
1883, 9/29/2025, 21:14:58.908,0.017481,21.31,0.034285,21.03,
1884, 9/29/2025, 21:15:08.918,0.017485,21.306,0.034292,21.033,
1885, 9/29/2025, 21:15:18.918,0.017482,21.301,0.034283,21.035,
1886, 9/29/2025, 21:15:28.923,0.017485,21.3,0.034292,21.038,
1887, 9/29/2025, 21:15:38.937,0.01749,21.304,0.034288,21.043,
1888, 9/29/2025, 21:15:48.947,0.017488,21.303,0.034286,21.049,
1889, 9/29/2025, 21:15:58.971,0.017478,21.302,0.034292,21.058,
1890, 9/29/2025, 21:16:08.981,0.017483,21.297,0.034298,21.068,
1891, 9/29/2025, 21:16:19.008,0.017475,21.301,0.034301,21.077,
1892, 9/29/2025, 21:16:29.025,0.017483,21.302,0.034298,21.084,
1893, 9/29/2025, 21:16:39.039,0.017485,21.299,0.034293,21.079,
1894, 9/29/2025, 21:16:49.053,0.017483,21.304,0.034284,21.082,
1895, 9/29/2025, 21:16:59.071,0.017485,21.304,0.03429,21.074,
1896, 9/29/2025, 21:17:09.081,0.017482,21.303,0.034299,21.063,
1897, 9/29/2025, 21:17:19.104,0.017482,21.304,0.034294,21.056,
1898, 9/29/2025, 21:17:29.114,0.017482,21.303,0.034292,21.049,
1899, 9/29/2025, 21:17:39.138,0.017489,21.301,0.034294,21.042,
1900, 9/29/2025, 21:17:49.141,0.017484,21.301,0.034312,21.033,
1901, 9/29/2025, 21:17:59.165,0.017485,21.305,0.034298,21.031,
1902, 9/29/2025, 21:18:09.173,0.017496,21.301,0.034279,21.029,
1903, 9/29/2025, 21:18:19.184,0.01749,21.307,0.034291,21.019,
1904, 9/29/2025, 21:18:29.201,0.017487,21.298,0.034298,21.011,
1905, 9/29/2025, 21:18:39.219,0.017479,21.299,0.034293,21.009,
1906, 9/29/2025, 21:18:49.222,0.017484,21.306,0.034284,21.01,
1907, 9/29/2025, 21:18:59.246,0.017484,21.301,0.034293,21.015,
1908, 9/29/2025, 21:19:09.264,0.017475,21.305,0.034291,21.02,
1909, 9/29/2025, 21:19:19.282,0.017486,21.3,0.03429,21.022,
1910, 9/29/2025, 21:19:29.290,0.017482,21.296,0.034297,21.027,
1911, 9/29/2025, 21:19:39.313,0.017481,21.3,0.03429,21.03,
1912, 9/29/2025, 21:19:49.334,0.017478,21.296,0.034294,21.034,
1913, 9/29/2025, 21:19:59.365,0.01749,21.296,0.034286,21.039,
1914, 9/29/2025, 21:20:09.373,0.017481,21.298,0.034289,21.044,
1915, 9/29/2025, 21:20:19.404,0.017476,21.291,0.034282,21.05,
1916, 9/29/2025, 21:20:29.427,0.017471,21.302,0.034285,21.06,
1917, 9/29/2025, 21:20:39.454,0.01748,21.301,0.034304,21.063,
1918, 9/29/2025, 21:20:49.456,0.017477,21.299,0.034302,21.072,
1919, 9/29/2025, 21:20:59.466,0.017478,21.299,0.034288,21.082,
1920, 9/29/2025, 21:21:09.496,0.017484,21.301,0.034296,21.082,
1921, 9/29/2025, 21:21:19.517,0.017484,21.303,0.034279,21.073,
1922, 9/29/2025, 21:21:29.526,0.017484,21.3,0.034286,21.066,
1923, 9/29/2025, 21:21:39.549,0.017479,21.298,0.034313,21.06,
1924, 9/29/2025, 21:21:49.551,0.017482,21.298,0.03429,21.053,
1925, 9/29/2025, 21:21:59.565,0.01749,21.302,0.034289,21.051,
1926, 9/29/2025, 21:22:09.576,0.017486,21.303,0.034312,21.039,
1927, 9/29/2025, 21:22:19.590,0.017487,21.299,0.03431,21.034,
1928, 9/29/2025, 21:22:29.596,0.017495,21.311,0.034302,21.034,
1929, 9/29/2025, 21:22:39.596,0.017489,21.309,0.034299,21.027,
1930, 9/29/2025, 21:22:49.627,0.017487,21.299,0.034317,21.024,
1931, 9/29/2025, 21:22:59.634,0.017483,21.302,0.034298,21.021,
1932, 9/29/2025, 21:23:09.653,0.017484,21.3,0.034306,21.02,
1933, 9/29/2025, 21:23:19.661,0.017478,21.301,0.034304,21.02,
1934, 9/29/2025, 21:23:29.676,0.017488,21.299,0.034303,21.02,
1935, 9/29/2025, 21:23:39.677,0.017478,21.293,0.034308,21.026,
1936, 9/29/2025, 21:23:49.706,0.017478,21.293,0.034311,21.028,
1937, 9/29/2025, 21:23:59.721,0.017484,21.297,0.034302,21.027,
1938, 9/29/2025, 21:24:09.734,0.017485,21.297,0.034318,21.029,
1939, 9/29/2025, 21:24:19.760,0.017478,21.296,0.034298,21.033,
1940, 9/29/2025, 21:24:29.768,0.017486,21.298,0.034294,21.036,
1941, 9/29/2025, 21:24:39.781,0.01748,21.3,0.03431,21.047,
1942, 9/29/2025, 21:24:49.801,0.017484,21.301,0.034285,21.053,
1943, 9/29/2025, 21:24:59.824,0.017485,21.301,0.034298,21.058,
1944, 9/29/2025, 21:25:09.852,0.017475,21.296,0.034301,21.071,
1945, 9/29/2025, 21:25:19.854,0.01748,21.303,0.034312,21.083,
1946, 9/29/2025, 21:25:29.864,0.017483,21.3,0.034296,21.086,
1947, 9/29/2025, 21:25:39.882,0.017485,21.299,0.034304,21.081,
1948, 9/29/2025, 21:25:49.906,0.017487,21.3,0.034292,21.076,
1949, 9/29/2025, 21:25:59.926,0.017476,21.306,0.03431,21.066,
1950, 9/29/2025, 21:26:09.943,0.017484,21.301,0.034288,21.058,
1951, 9/29/2025, 21:26:19.954,0.017486,21.303,0.034285,21.052,
1952, 9/29/2025, 21:26:29.978,0.017485,21.305,0.034297,21.042,
1953, 9/29/2025, 21:26:39.987,0.017481,21.302,0.034297,21.038,
1954, 9/29/2025, 21:26:49.997,0.017482,21.306,0.034302,21.032,
1955, 9/29/2025, 21:27:00.002,0.01749,21.307,0.034306,21.031,
1956, 9/29/2025, 21:27:10.022,0.01749,21.305,0.034292,21.028,
1957, 9/29/2025, 21:27:20.041,0.017488,21.301,0.034307,21.018,
1958, 9/29/2025, 21:27:30.063,0.01749,21.302,0.034307,21.006,
1959, 9/29/2025, 21:27:40.076,0.01749,21.297,0.034308,21.007,
1960, 9/29/2025, 21:27:50.082,0.017488,21.301,0.034302,21.01,
1961, 9/29/2025, 21:28:00.092,0.017483,21.296,0.034294,21.023,
1962, 9/29/2025, 21:28:10.109,0.017484,21.307,0.034298,21.021,
1963, 9/29/2025, 21:28:20.131,0.017481,21.299,0.034313,21.026,
1964, 9/29/2025, 21:28:30.144,0.017488,21.301,0.034285,21.028,
1965, 9/29/2025, 21:28:40.147,0.017485,21.302,0.034298,21.027,
1966, 9/29/2025, 21:28:50.162,0.017484,21.296,0.03429,21.03,
1967, 9/29/2025, 21:29:00.181,0.017484,21.297,0.034308,21.035,
1968, 9/29/2025, 21:29:10.194,0.01748,21.295,0.034311,21.038,
1969, 9/29/2025, 21:29:20.214,0.017481,21.3,0.034304,21.044,
1970, 9/29/2025, 21:29:30.241,0.017484,21.297,0.034284,21.05,
1971, 9/29/2025, 21:29:40.261,0.017491,21.297,0.034287,21.052,
1972, 9/29/2025, 21:29:50.262,0.01748,21.294,0.034299,21.066,
1973, 9/29/2025, 21:30:00.279,0.017482,21.298,0.034303,21.07,
1974, 9/29/2025, 21:30:10.289,0.017482,21.302,0.034323,21.068,
1975, 9/29/2025, 21:30:20.303,0.017482,21.3,0.034297,21.07,
1976, 9/29/2025, 21:30:30.307,0.017491,21.298,0.0343,21.056,
1977, 9/29/2025, 21:30:40.325,0.017486,21.303,0.034307,21.046,
1978, 9/29/2025, 21:30:50.336,0.017489,21.303,0.034292,21.04,
1979, 9/29/2025, 21:31:00.363,0.017486,21.305,0.034295,21.038,
1980, 9/29/2025, 21:31:10.393,0.017485,21.303,0.0343,21.032,
1981, 9/29/2025, 21:31:20.414,0.01749,21.304,0.034304,21.031,
1982, 9/29/2025, 21:31:30.415,0.017486,21.3,0.034294,21.029,
1983, 9/29/2025, 21:31:40.435,0.017488,21.299,0.034291,21.028,
1984, 9/29/2025, 21:31:50.439,0.017483,21.3,0.034313,21.02,
1985, 9/29/2025, 21:32:00.449,0.017491,21.297,0.034307,21.014,
1986, 9/29/2025, 21:32:10.471,0.017479,21.302,0.034321,21.012,
1987, 9/29/2025, 21:32:20.484,0.017487,21.302,0.034296,21.012,
1988, 9/29/2025, 21:32:30.494,0.017484,21.299,0.034305,21.017,
1989, 9/29/2025, 21:32:40.499,0.017482,21.296,0.034314,21.024,
1990, 9/29/2025, 21:32:50.520,0.017488,21.301,0.034301,21.028,
1991, 9/29/2025, 21:33:00.546,0.017477,21.301,0.034312,21.029,
1992, 9/29/2025, 21:33:10.575,0.01748,21.299,0.0343,21.032,
1993, 9/29/2025, 21:33:20.584,0.017485,21.297,0.034299,21.033,
1994, 9/29/2025, 21:33:30.614,0.017484,21.296,0.034322,21.037,
1995, 9/29/2025, 21:33:40.621,0.01748,21.302,0.034317,21.039,
1996, 9/29/2025, 21:33:50.636,0.017484,21.297,0.034318,21.048,
1997, 9/29/2025, 21:34:00.663,0.017484,21.298,0.034294,21.047,
1998, 9/29/2025, 21:34:10.669,0.017479,21.296,0.034296,21.057,
1999, 9/29/2025, 21:34:20.671,0.017478,21.294,0.034287,21.062,
2000, 9/29/2025, 21:34:30.677,0.017483,21.294,0.034307,21.076,
2001, 9/29/2025, 21:34:40.685,0.017489,21.294,0.034313,21.072,
2002, 9/29/2025, 21:34:50.714,0.01748,21.301,0.03429,21.057,
2003, 9/29/2025, 21:35:00.732,0.017488,21.299,0.034296,21.047,
2004, 9/29/2025, 21:35:10.742,0.017481,21.299,0.034322,21.041,
2005, 9/29/2025, 21:35:20.760,0.017487,21.302,0.034306,21.04,
2006, 9/29/2025, 21:35:30.782,0.017491,21.302,0.034302,21.036,
2007, 9/29/2025, 21:35:40.808,0.017491,21.298,0.034299,21.033,
2008, 9/29/2025, 21:35:50.810,0.017489,21.299,0.034321,21.033,
2009, 9/29/2025, 21:36:00.821,0.01749,21.298,0.034321,21.027,
2010, 9/29/2025, 21:36:10.837,0.017486,21.298,0.034318,21.023,
2011, 9/29/2025, 21:36:20.858,0.017493,21.302,0.034315,21.007,
2012, 9/29/2025, 21:36:30.870,0.017493,21.302,0.034307,21.007,
2013, 9/29/2025, 21:36:40.872,0.017483,21.298,0.034315,21.006,
2014, 9/29/2025, 21:36:50.872,0.017488,21.302,0.034315,21.007,
2015, 9/29/2025, 21:37:00.891,0.017491,21.298,0.034305,21.008,
2016, 9/29/2025, 21:37:10.915,0.017491,21.296,0.034306,21.024,
2017, 9/29/2025, 21:37:20.945,0.017484,21.296,0.034319,21.027,
2018, 9/29/2025, 21:37:30.974,0.017486,21.297,0.034316,21.03,
2019, 9/29/2025, 21:37:40.990,0.017487,21.298,0.034306,21.031,
2020, 9/29/2025, 21:37:51.012,0.017487,21.297,0.034321,21.031,
2021, 9/29/2025, 21:38:01.034,0.017485,21.294,0.034305,21.035,
2022, 9/29/2025, 21:38:11.041,0.01748,21.296,0.034314,21.04,
2023, 9/29/2025, 21:38:21.063,0.017487,21.298,0.034304,21.046,
2024, 9/29/2025, 21:38:31.087,0.017488,21.296,0.034297,21.049,
2025, 9/29/2025, 21:38:41.098,0.017487,21.296,0.034304,21.064,
2026, 9/29/2025, 21:38:51.127,0.01749,21.298,0.034297,21.058,
2027, 9/29/2025, 21:39:01.139,0.017482,21.297,0.034317,21.07,
2028, 9/29/2025, 21:39:11.167,0.01749,21.298,0.034298,21.066,
2029, 9/29/2025, 21:39:21.168,0.017488,21.298,0.034294,21.052,
2030, 9/29/2025, 21:39:31.175,0.01749,21.303,0.034296,21.051,
2031, 9/29/2025, 21:39:41.179,0.017487,21.301,0.034306,21.043,
2032, 9/29/2025, 21:39:51.180,0.017487,21.294,0.03431,21.042,
2033, 9/29/2025, 21:40:01.181,0.017487,21.3,0.034308,21.035,
2034, 9/29/2025, 21:40:11.186,0.017493,21.296,0.034296,21.033,
2035, 9/29/2025, 21:40:21.200,0.017491,21.298,0.0343,21.032,
2036, 9/29/2025, 21:40:31.204,0.017493,21.297,0.034301,21.026,
2037, 9/29/2025, 21:40:41.228,0.017487,21.302,0.034321,21.024,
2038, 9/29/2025, 21:40:51.254,0.017483,21.298,0.0343,21.018,
2039, 9/29/2025, 21:41:01.278,0.01748,21.3,0.034308,21.014,
2040, 9/29/2025, 21:41:11.291,0.017484,21.295,0.034314,21.011,
2041, 9/29/2025, 21:41:21.311,0.017487,21.295,0.034323,21.005,
2042, 9/29/2025, 21:41:31.339,0.017487,21.293,0.034309,21.021,
2043, 9/29/2025, 21:41:41.342,0.017485,21.295,0.034309,21.019,
2044, 9/29/2025, 21:41:51.372,0.017483,21.295,0.034314,21.023,
2045, 9/29/2025, 21:42:01.394,0.017477,21.293,0.03431,21.029,
2046, 9/29/2025, 21:42:11.399,0.017485,21.295,0.034314,21.029,
2047, 9/29/2025, 21:42:21.414,0.017488,21.292,0.034307,21.03,
2048, 9/29/2025, 21:42:31.420,0.017487,21.297,0.034315,21.032,
2049, 9/29/2025, 21:42:41.427,0.017485,21.294,0.03429,21.036,
2050, 9/29/2025, 21:42:51.457,0.017484,21.297,0.0343,21.043,
2051, 9/29/2025, 21:43:01.482,0.017476,21.297,0.034303,21.041,
2052, 9/29/2025, 21:43:11.488,0.017483,21.293,0.034321,21.048,
2053, 9/29/2025, 21:43:21.505,0.017479,21.296,0.034301,21.057,
2054, 9/29/2025, 21:43:31.530,0.017488,21.295,0.034308,21.063,
2055, 9/29/2025, 21:43:41.534,0.017494,21.294,0.034304,21.057,
2056, 9/29/2025, 21:43:51.561,0.017487,21.301,0.034301,21.049,
2057, 9/29/2025, 21:44:01.591,0.017491,21.298,0.034297,21.04,
2058, 9/29/2025, 21:44:11.600,0.017489,21.294,0.034312,21.044,
2059, 9/29/2025, 21:44:21.603,0.017491,21.297,0.034293,21.035,
2060, 9/29/2025, 21:44:31.627,0.01749,21.294,0.034321,21.033,
2061, 9/29/2025, 21:44:41.627,0.01749,21.297,0.03431,21.03,
2062, 9/29/2025, 21:44:51.642,0.017496,21.297,0.034317,21.022,
2063, 9/29/2025, 21:45:01.656,0.017499,21.3,0.034311,21.015,
2064, 9/29/2025, 21:45:11.672,0.017483,21.299,0.034301,21,
2065, 9/29/2025, 21:45:21.699,0.017486,21.295,0.034312,20.994,
2066, 9/29/2025, 21:45:31.702,0.017494,21.294,0.034313,20.991,
2067, 9/29/2025, 21:45:41.716,0.017487,21.293,0.034303,20.988,
2068, 9/29/2025, 21:45:51.733,0.017481,21.291,0.034308,20.986,
2069, 9/29/2025, 21:46:01.739,0.017492,21.293,0.034308,20.993,
2070, 9/29/2025, 21:46:11.752,0.017484,21.293,0.034319,20.998,
2071, 9/29/2025, 21:46:21.755,0.017479,21.289,0.034306,21.012,
2072, 9/29/2025, 21:46:31.765,0.017488,21.292,0.034297,21.021,
2073, 9/29/2025, 21:46:41.785,0.017487,21.293,0.034304,21.028,
2074, 9/29/2025, 21:46:51.790,0.017482,21.286,0.034315,21.03,
2075, 9/29/2025, 21:47:01.818,0.017483,21.294,0.034308,21.03,
2076, 9/29/2025, 21:47:11.844,0.01748,21.287,0.034301,21.033,
2077, 9/29/2025, 21:47:21.874,0.017485,21.294,0.034309,21.036,
2078, 9/29/2025, 21:47:31.878,0.017479,21.294,0.034315,21.041,
2079, 9/29/2025, 21:47:41.905,0.017479,21.293,0.034303,21.044,
2080, 9/29/2025, 21:47:51.923,0.017479,21.291,0.034301,21.047,
2081, 9/29/2025, 21:48:01.926,0.017491,21.292,0.034293,21.049,
2082, 9/29/2025, 21:48:11.948,0.017492,21.292,0.034306,21.044,
2083, 9/29/2025, 21:48:21.974,0.017486,21.295,0.034299,21.041,
2084, 9/29/2025, 21:48:32.000,0.017492,21.298,0.034299,21.039,
2085, 9/29/2025, 21:48:42.004,0.017491,21.297,0.034305,21.033,
2086, 9/29/2025, 21:48:52.018,0.017481,21.297,0.034302,21.032,
2087, 9/29/2025, 21:49:02.041,0.01749,21.296,0.034308,21.03,
2088, 9/29/2025, 21:49:12.047,0.017495,21.299,0.034303,21.027,
2089, 9/29/2025, 21:49:22.056,0.017494,21.298,0.034303,21.024,
2090, 9/29/2025, 21:49:32.088,0.017489,21.295,0.034298,21.019,
2091, 9/29/2025, 21:49:42.114,0.017492,21.29,0.034294,21.009,
2092, 9/29/2025, 21:49:52.139,0.017492,21.292,0.03431,20.999,
2093, 9/29/2025, 21:50:02.153,0.017489,21.296,0.034309,20.987,
2094, 9/29/2025, 21:50:12.183,0.017482,21.293,0.034317,20.986,
2095, 9/29/2025, 21:50:22.190,0.017488,21.291,0.034316,20.989,
2096, 9/29/2025, 21:50:32.208,0.017483,21.291,0.034314,20.997,
2097, 9/29/2025, 21:50:42.235,0.017486,21.288,0.03431,21.005,
2098, 9/29/2025, 21:50:52.247,0.017483,21.29,0.034315,21.013,
2099, 9/29/2025, 21:51:02.272,0.017484,21.287,0.034311,21.025,
2100, 9/29/2025, 21:51:12.289,0.017479,21.286,0.034313,21.025,
2101, 9/29/2025, 21:51:22.300,0.017481,21.286,0.034308,21.025,
2102, 9/29/2025, 21:51:32.314,0.017478,21.286,0.034309,21.027,
2103, 9/29/2025, 21:51:42.345,0.017486,21.29,0.034304,21.032,
2104, 9/29/2025, 21:51:52.350,0.017474,21.289,0.034311,21.035,
2105, 9/29/2025, 21:52:02.374,0.017475,21.292,0.03431,21.036,
2106, 9/29/2025, 21:52:12.398,0.017485,21.285,0.034315,21.038,
2107, 9/29/2025, 21:52:22.425,0.017487,21.288,0.034315,21.044,
2108, 9/29/2025, 21:52:32.446,0.017492,21.29,0.034303,21.051,
2109, 9/29/2025, 21:52:42.466,0.017492,21.293,0.034288,21.042,
2110, 9/29/2025, 21:52:52.478,0.017487,21.291,0.034305,21.041,
2111, 9/29/2025, 21:53:02.480,0.017494,21.298,0.034311,21.035,
2112, 9/29/2025, 21:53:12.487,0.017482,21.289,0.034318,21.035,
2113, 9/29/2025, 21:53:22.516,0.017489,21.294,0.034328,21.03,
2114, 9/29/2025, 21:53:32.535,0.01749,21.296,0.03431,21.028,
2115, 9/29/2025, 21:53:42.560,0.017493,21.289,0.034307,21.024,
2116, 9/29/2025, 21:53:52.580,0.017487,21.293,0.034322,21.023,
2117, 9/29/2025, 21:54:02.594,0.017487,21.29,0.034327,21.011,
2118, 9/29/2025, 21:54:12.612,0.017489,21.291,0.034309,21.001,
2119, 9/29/2025, 21:54:22.624,0.017485,21.291,0.034303,20.981,
2120, 9/29/2025, 21:54:32.624,0.017491,21.29,0.034323,20.972,
2121, 9/29/2025, 21:54:42.642,0.017489,21.287,0.034303,20.972,
2122, 9/29/2025, 21:54:52.653,0.017487,21.288,0.034319,20.98,
2123, 9/29/2025, 21:55:02.654,0.017487,21.282,0.034314,20.984,
2124, 9/29/2025, 21:55:12.671,0.017483,21.285,0.034302,20.996,
2125, 9/29/2025, 21:55:22.696,0.01749,21.288,0.034311,21.008,
