Optical Power Monitor,,,,,,,
6.5.5217.15,,,,,,,
Delimiter Used: , ',',,,,,
,,,,,,,
Start of Measurement , 9/29/2025 16:00:38,,,,,,
Sample Interval , 10 s,,,,,,
, PM100D 250207512, PM100D 14101752,,,,,
Type, PM100D, PM100D,,,,,
Serialnumber, P0037408, P0009211,,,,,
Sensor, S121C, S121C,,,,,
SensorSerialnumber,250207512,14101752,,,,,
Wavelength / Responsivity, 852 nm, 852 nm,,,,,
,,,,,,,
,,,PM100D 250207512, PM100D 250207512, PM100D 14101752, PM100D 14101752, 
Samples ,Date,Time,7512Power (W),7512Temperature (°C),1752Power (W),1752Temperature (°C),
5009, 9/30/2025, 05:56:47.744,0.017444,21.056,0.034325,20.768,
5010, 9/30/2025, 05:56:57.775,0.017442,21.057,0.034321,20.75,
5011, 9/30/2025, 05:57:07.793,0.017438,21.067,0.03432,20.743,
5012, 9/30/2025, 05:57:17.805,0.017431,21.053,0.034319,20.741,
5013, 9/30/2025, 05:57:27.823,0.017437,21.066,0.034318,20.742,
5014, 9/30/2025, 05:57:37.840,0.017431,21.06,0.034317,20.75,
5015, 9/30/2025, 05:57:47.858,0.017434,21.058,0.034316,20.757,
5016, 9/30/2025, 05:57:57.867,0.017431,21.059,0.034317,20.769,
5017, 9/30/2025, 05:58:07.879,0.017427,21.055,0.034317,20.779,
5018, 9/30/2025, 05:58:17.882,0.017429,21.05,0.034312,20.788,
5019, 9/30/2025, 05:58:27.885,0.017431,21.056,0.034318,20.792,
5020, 9/30/2025, 05:58:37.908,0.017428,21.052,0.034316,20.795,
5021, 9/30/2025, 05:58:47.920,0.017434,21.057,0.03432,20.801,
5022, 9/30/2025, 05:58:57.929,0.017428,21.049,0.034313,20.803,
5023, 9/30/2025, 05:59:07.941,0.01743,21.051,0.034315,20.803,
5024, 9/30/2025, 05:59:17.949,0.017426,21.059,0.034312,20.804,
5025, 9/30/2025, 05:59:27.969,0.017429,21.055,0.034314,20.805,
5026, 9/30/2025, 05:59:37.981,0.017428,21.056,0.03431,20.806,
5027, 9/30/2025, 05:59:47.985,0.017429,21.059,0.034311,20.806,
5028, 9/30/2025, 05:59:58.004,0.017433,21.057,0.034317,20.808,
5029, 9/30/2025, 06:00:08.016,0.017435,21.053,0.034314,20.811,
5030, 9/30/2025, 06:00:18.028,0.017434,21.043,0.034316,20.809,
5031, 9/30/2025, 06:00:28.032,0.017436,21.066,0.034317,20.808,
5032, 9/30/2025, 06:00:38.037,0.017436,21.067,0.034312,20.805,
5033, 9/30/2025, 06:00:48.057,0.017441,21.067,0.03432,20.806,
5034, 9/30/2025, 06:00:58.085,0.017446,21.073,0.034317,20.803,
5035, 9/30/2025, 06:01:08.114,0.01744,21.065,0.034321,20.801,
5036, 9/30/2025, 06:01:18.125,0.017435,21.06,0.034322,20.801,
5037, 9/30/2025, 06:01:28.141,0.017441,21.069,0.034323,20.791,
5038, 9/30/2025, 06:01:38.151,0.017446,21.069,0.034325,20.772,
5039, 9/30/2025, 06:01:48.162,0.017446,21.068,0.034325,20.759,
5040, 9/30/2025, 06:01:58.194,0.017439,21.061,0.034322,20.753,
5041, 9/30/2025, 06:02:08.198,0.01744,21.056,0.03432,20.743,
5042, 9/30/2025, 06:02:18.201,0.017438,21.05,0.034317,20.746,
5043, 9/30/2025, 06:02:28.224,0.017436,21.05,0.034318,20.751,
5044, 9/30/2025, 06:02:38.252,0.01743,21.056,0.03432,20.757,
5045, 9/30/2025, 06:02:48.276,0.017433,21.054,0.03432,20.764,
5046, 9/30/2025, 06:02:58.292,0.017432,21.052,0.034318,20.774,
5047, 9/30/2025, 06:03:08.295,0.017433,21.057,0.034319,20.782,
5048, 9/30/2025, 06:03:18.307,0.017434,21.044,0.034316,20.79,
5049, 9/30/2025, 06:03:28.329,0.017433,21.054,0.034318,20.797,
5050, 9/30/2025, 06:03:38.357,0.017434,21.048,0.034317,20.798,
5051, 9/30/2025, 06:03:48.377,0.017432,21.059,0.034317,20.802,
5052, 9/30/2025, 06:03:58.398,0.017431,21.054,0.034316,20.803,
5053, 9/30/2025, 06:04:08.399,0.017428,21.04,0.034316,20.805,
5054, 9/30/2025, 06:04:18.421,0.017431,21.056,0.034316,20.805,
5055, 9/30/2025, 06:04:28.429,0.01743,21.052,0.034315,20.806,
5056, 9/30/2025, 06:04:38.457,0.017427,21.048,0.034312,20.807,
5057, 9/30/2025, 06:04:48.469,0.017433,21.056,0.034317,20.809,
5058, 9/30/2025, 06:04:58.473,0.017432,21.052,0.034315,20.811,
5059, 9/30/2025, 06:05:08.477,0.017436,21.056,0.034319,20.808,
5060, 9/30/2025, 06:05:18.503,0.017439,21.05,0.034318,20.813,
5061, 9/30/2025, 06:05:28.527,0.017438,21.058,0.03432,20.809,
5062, 9/30/2025, 06:05:38.533,0.017442,21.056,0.034323,20.808,
5063, 9/30/2025, 06:05:48.543,0.017441,21.056,0.034321,20.805,
5064, 9/30/2025, 06:05:58.572,0.017441,21.057,0.03432,20.804,
5065, 9/30/2025, 06:06:08.597,0.017442,21.068,0.034318,20.803,
5066, 9/30/2025, 06:06:18.618,0.017445,21.065,0.034323,20.8,
5067, 9/30/2025, 06:06:28.633,0.017442,21.061,0.034325,20.791,
5068, 9/30/2025, 06:06:38.659,0.017445,21.055,0.034319,20.778,
5069, 9/30/2025, 06:06:48.676,0.017446,21.05,0.034325,20.757,
5070, 9/30/2025, 06:06:58.689,0.017434,21.046,0.034322,20.747,
5071, 9/30/2025, 06:07:08.690,0.017438,21.05,0.034325,20.743,
5072, 9/30/2025, 06:07:18.702,0.017431,21.046,0.03432,20.742,
5073, 9/30/2025, 06:07:28.729,0.017438,21.043,0.034322,20.746,
5074, 9/30/2025, 06:07:38.744,0.017431,21.042,0.034321,20.756,
5075, 9/30/2025, 06:07:48.769,0.017432,21.046,0.03432,20.763,
5076, 9/30/2025, 06:07:58.775,0.01743,21.046,0.034318,20.772,
5077, 9/30/2025, 06:08:08.786,0.017425,21.052,0.034315,20.775,
5078, 9/30/2025, 06:08:18.814,0.017431,21.043,0.034311,20.786,
5079, 9/30/2025, 06:08:28.834,0.017434,21.045,0.034313,20.799,
5080, 9/30/2025, 06:08:38.853,0.017429,21.043,0.034314,20.799,
5081, 9/30/2025, 06:08:48.858,0.017433,21.047,0.034314,20.803,
5082, 9/30/2025, 06:08:58.884,0.017432,21.042,0.034316,20.803,
5083, 9/30/2025, 06:09:08.909,0.017429,21.049,0.034313,20.804,
5084, 9/30/2025, 06:09:18.939,0.017431,21.055,0.034311,20.804,
5085, 9/30/2025, 06:09:28.943,0.01743,21.045,0.034313,20.805,
5086, 9/30/2025, 06:09:38.959,0.017435,21.053,0.034315,20.806,
5087, 9/30/2025, 06:09:48.982,0.017436,21.046,0.034316,20.807,
5088, 9/30/2025, 06:09:58.997,0.017438,21.053,0.034316,20.807,
5089, 9/30/2025, 06:10:09.025,0.017435,21.058,0.034318,20.805,
5090, 9/30/2025, 06:10:19.032,0.017439,21.053,0.03432,20.804,
5091, 9/30/2025, 06:10:29.058,0.017441,21.057,0.03432,20.804,
5092, 9/30/2025, 06:10:39.068,0.01744,21.057,0.034321,20.8,
5093, 9/30/2025, 06:10:49.075,0.017443,21.05,0.034322,20.792,
5094, 9/30/2025, 06:10:59.094,0.017438,21.047,0.034328,20.774,
5095, 9/30/2025, 06:11:09.097,0.017444,21.042,0.034324,20.76,
5096, 9/30/2025, 06:11:19.104,0.017444,21.047,0.034319,20.749,
5097, 9/30/2025, 06:11:29.124,0.017442,21.046,0.034321,20.743,
5098, 9/30/2025, 06:11:39.133,0.017433,21.044,0.034327,20.739,
5099, 9/30/2025, 06:11:49.143,0.017438,21.039,0.034325,20.741,
5100, 9/30/2025, 06:11:59.165,0.017431,21.039,0.034321,20.738,
5101, 9/30/2025, 06:12:09.192,0.017433,21.041,0.034319,20.741,
5102, 9/30/2025, 06:12:19.219,0.01743,21.041,0.034321,20.744,
5103, 9/30/2025, 06:12:29.221,0.017432,21.04,0.034321,20.751,
5104, 9/30/2025, 06:12:39.232,0.017434,21.034,0.034321,20.762,
5105, 9/30/2025, 06:12:49.246,0.017429,21.033,0.034321,20.771,
5106, 9/30/2025, 06:12:59.262,0.017431,21.041,0.034318,20.787,
5107, 9/30/2025, 06:13:09.272,0.017433,21.038,0.03432,20.795,
5108, 9/30/2025, 06:13:19.284,0.01743,21.027,0.034317,20.798,
5109, 9/30/2025, 06:13:29.305,0.017431,21.038,0.034317,20.802,
5110, 9/30/2025, 06:13:39.311,0.01743,21.036,0.034318,20.805,
5111, 9/30/2025, 06:13:49.328,0.01743,21.037,0.034317,20.805,
5112, 9/30/2025, 06:13:59.343,0.017428,21.042,0.034312,20.806,
5113, 9/30/2025, 06:14:09.343,0.017435,21.036,0.034313,20.804,
5114, 9/30/2025, 06:14:19.355,0.017433,21.043,0.034315,20.804,
5115, 9/30/2025, 06:14:29.378,0.017431,21.037,0.034318,20.807,
5116, 9/30/2025, 06:14:39.388,0.017437,21.033,0.034317,20.809,
5117, 9/30/2025, 06:14:49.415,0.01744,21.041,0.034318,20.807,
5118, 9/30/2025, 06:14:59.443,0.017438,21.041,0.034316,20.806,
5119, 9/30/2025, 06:15:09.447,0.017437,21.044,0.034318,20.805,
5120, 9/30/2025, 06:15:19.454,0.01744,21.037,0.034322,20.803,
5121, 9/30/2025, 06:15:29.460,0.017439,21.047,0.034319,20.799,
5122, 9/30/2025, 06:15:39.463,0.017441,21.037,0.034322,20.795,
5123, 9/30/2025, 06:15:49.486,0.017443,21.046,0.034322,20.786,
5124, 9/30/2025, 06:15:59.505,0.017442,21.04,0.034322,20.769,
5125, 9/30/2025, 06:16:09.513,0.017443,21.035,0.034321,20.754,
5126, 9/30/2025, 06:16:19.518,0.017444,21.042,0.034324,20.747,
5127, 9/30/2025, 06:16:29.527,0.017445,21.038,0.034319,20.74,
5128, 9/30/2025, 06:16:39.538,0.017437,21.039,0.03432,20.735,
5129, 9/30/2025, 06:16:49.553,0.017437,21.041,0.034324,20.739,
5130, 9/30/2025, 06:16:59.558,0.017432,21.03,0.034322,20.742,
5131, 9/30/2025, 06:17:09.582,0.017434,21.034,0.034317,20.744,
5132, 9/30/2025, 06:17:19.598,0.017434,21.032,0.034316,20.749,
5133, 9/30/2025, 06:17:29.599,0.017432,21.03,0.034318,20.751,
5134, 9/30/2025, 06:17:39.610,0.017433,21.033,0.034316,20.763,
5135, 9/30/2025, 06:17:49.640,0.017434,21.034,0.034317,20.776,
5136, 9/30/2025, 06:17:59.669,0.017435,21.025,0.034316,20.783,
5137, 9/30/2025, 06:18:09.690,0.017435,21.023,0.034314,20.788,
5138, 9/30/2025, 06:18:19.720,0.017429,21.024,0.034318,20.794,
5139, 9/30/2025, 06:18:29.747,0.017429,21.027,0.034312,20.799,
5140, 9/30/2025, 06:18:39.755,0.017428,21.032,0.034314,20.801,
5141, 9/30/2025, 06:18:49.785,0.017427,21.028,0.034315,20.803,
5142, 9/30/2025, 06:18:59.815,0.017428,21.022,0.034313,20.805,
5143, 9/30/2025, 06:19:09.823,0.017432,21.034,0.034313,20.803,
5144, 9/30/2025, 06:19:19.836,0.017428,21.03,0.034313,20.804,
5145, 9/30/2025, 06:19:29.866,0.017426,21.04,0.034314,20.804,
5146, 9/30/2025, 06:19:39.889,0.017432,21.034,0.03431,20.81,
5147, 9/30/2025, 06:19:49.913,0.017428,21.03,0.034311,20.81,
5148, 9/30/2025, 06:19:59.925,0.017433,21.034,0.034312,20.81,
5149, 9/30/2025, 06:20:09.941,0.017434,21.035,0.034318,20.812,
5150, 9/30/2025, 06:20:19.941,0.017438,21.032,0.034318,20.812,
5151, 9/30/2025, 06:20:29.951,0.017431,21.034,0.034316,20.808,
5152, 9/30/2025, 06:20:39.958,0.017432,21.029,0.034322,20.804,
5153, 9/30/2025, 06:20:49.980,0.017438,21.031,0.034318,20.804,
5154, 9/30/2025, 06:20:59.991,0.017439,21.034,0.03432,20.804,
5155, 9/30/2025, 06:21:09.994,0.017439,21.038,0.03432,20.803,
5156, 9/30/2025, 06:21:20.016,0.017441,21.03,0.03432,20.804,
5157, 9/30/2025, 06:21:30.017,0.01744,21.028,0.034321,20.802,
5158, 9/30/2025, 06:21:40.040,0.017445,21.034,0.034325,20.793,
5159, 9/30/2025, 06:21:50.054,0.01744,21.033,0.034323,20.781,
5160, 9/30/2025, 06:22:00.084,0.017439,21.031,0.034321,20.763,
5161, 9/30/2025, 06:22:10.086,0.017438,21.027,0.034323,20.762,
5162, 9/30/2025, 06:22:20.102,0.017434,21.028,0.034323,20.758,
5163, 9/30/2025, 06:22:30.119,0.017435,21.034,0.034319,20.767,
5164, 9/30/2025, 06:22:40.148,0.017438,21.027,0.034323,20.77,
5165, 9/30/2025, 06:22:50.175,0.017431,21.024,0.034323,20.775,
5166, 9/30/2025, 06:23:00.182,0.017428,21.027,0.034319,20.78,
5167, 9/30/2025, 06:23:10.211,0.017428,21.028,0.034319,20.791,
5168, 9/30/2025, 06:23:20.237,0.017428,21.033,0.034317,20.798,
5169, 9/30/2025, 06:23:30.250,0.017426,21.034,0.034317,20.801,
5170, 9/30/2025, 06:23:40.262,0.01743,21.033,0.034317,20.803,
5171, 9/30/2025, 06:23:50.264,0.017427,21.031,0.03432,20.804,
5172, 9/30/2025, 06:24:00.288,0.017429,21.028,0.034316,20.804,
5173, 9/30/2025, 06:24:10.309,0.01743,21.023,0.034315,20.805,
5174, 9/30/2025, 06:24:20.316,0.017427,21.033,0.034314,20.805,
5175, 9/30/2025, 06:24:30.334,0.017432,21.033,0.034312,20.81,
5176, 9/30/2025, 06:24:40.343,0.01743,21.03,0.034314,20.81,
5177, 9/30/2025, 06:24:50.361,0.017428,21.038,0.034313,20.81,
5178, 9/30/2025, 06:25:00.373,0.017431,21.037,0.034316,20.813,
5179, 9/30/2025, 06:25:10.400,0.017434,21.034,0.034324,20.817,
5180, 9/30/2025, 06:25:20.412,0.017436,21.043,0.034321,20.81,
5181, 9/30/2025, 06:25:30.428,0.017439,21.041,0.034315,20.808,
5182, 9/30/2025, 06:25:40.430,0.017439,21.037,0.034319,20.804,
5183, 9/30/2025, 06:25:50.457,0.01744,21.037,0.034318,20.804,
5184, 9/30/2025, 06:26:00.458,0.017438,21.037,0.034323,20.803,
5185, 9/30/2025, 06:26:10.486,0.017441,21.044,0.03432,20.803,
5186, 9/30/2025, 06:26:20.514,0.017444,21.038,0.034322,20.802,
5187, 9/30/2025, 06:26:30.532,0.017445,21.039,0.034326,20.797,
5188, 9/30/2025, 06:26:40.562,0.017443,21.041,0.034325,20.779,
5189, 9/30/2025, 06:26:50.562,0.017443,21.037,0.034322,20.767,
5190, 9/30/2025, 06:27:00.568,0.017443,21.044,0.034321,20.752,
5191, 9/30/2025, 06:27:10.584,0.017439,21.041,0.034324,20.753,
5192, 9/30/2025, 06:27:20.587,0.017434,21.039,0.034322,20.758,
5193, 9/30/2025, 06:27:30.610,0.017433,21.044,0.034321,20.751,
5194, 9/30/2025, 06:27:40.633,0.017438,21.038,0.03432,20.759,
5195, 9/30/2025, 06:27:50.647,0.017432,21.027,0.034319,20.77,
5196, 9/30/2025, 06:28:00.669,0.017431,21.018,0.034321,20.777,
5197, 9/30/2025, 06:28:10.681,0.01743,21.023,0.034323,20.78,
5198, 9/30/2025, 06:28:20.703,0.017433,21.023,0.034318,20.792,
5199, 9/30/2025, 06:28:30.720,0.017429,21.027,0.034318,20.797,
5200, 9/30/2025, 06:28:40.736,0.017433,21.027,0.034321,20.801,
5201, 9/30/2025, 06:28:50.759,0.017429,21.031,0.034318,20.802,
5202, 9/30/2025, 06:29:00.780,0.017429,21.034,0.034312,20.803,
5203, 9/30/2025, 06:29:10.804,0.017431,21.037,0.034316,20.803,
5204, 9/30/2025, 06:29:20.830,0.017431,21.039,0.034317,20.804,
5205, 9/30/2025, 06:29:30.845,0.01743,21.041,0.034319,20.805,
5206, 9/30/2025, 06:29:40.852,0.017432,21.032,0.034316,20.807,
5207, 9/30/2025, 06:29:50.883,0.017429,21.026,0.034318,20.806,
5208, 9/30/2025, 06:30:00.888,0.017433,21.038,0.034316,20.808,
5209, 9/30/2025, 06:30:10.915,0.017437,21.037,0.034325,20.807,
5210, 9/30/2025, 06:30:20.935,0.017437,21.038,0.034319,20.807,
5211, 9/30/2025, 06:30:30.938,0.017439,21.045,0.034321,20.806,
5212, 9/30/2025, 06:30:40.962,0.017435,21.042,0.034322,20.807,
5213, 9/30/2025, 06:30:50.976,0.017442,21.045,0.034321,20.805,
5214, 9/30/2025, 06:31:00.980,0.017444,21.047,0.03432,20.804,
5215, 9/30/2025, 06:31:10.985,0.017444,21.04,0.034323,20.802,
5216, 9/30/2025, 06:31:21.015,0.017445,21.04,0.034326,20.791,
5217, 9/30/2025, 06:31:31.041,0.017448,21.043,0.034324,20.781,
5218, 9/30/2025, 06:31:41.046,0.017447,21.042,0.034323,20.769,
5219, 9/30/2025, 06:31:51.055,0.017444,21.043,0.034323,20.766,
5220, 9/30/2025, 06:32:01.080,0.01744,21.036,0.034324,20.743,
5221, 9/30/2025, 06:32:11.108,0.017439,21.042,0.03432,20.742,
5222, 9/30/2025, 06:32:21.128,0.017438,21.044,0.034323,20.741,
5223, 9/30/2025, 06:32:31.152,0.017435,21.051,0.034321,20.746,
5224, 9/30/2025, 06:32:41.158,0.01743,21.033,0.034326,20.744,
5225, 9/30/2025, 06:32:51.167,0.017431,21.036,0.034322,20.751,
5226, 9/30/2025, 06:33:01.183,0.017434,21.028,0.034322,20.762,
5227, 9/30/2025, 06:33:11.183,0.017432,21.033,0.034322,20.765,
5228, 9/30/2025, 06:33:21.213,0.017434,21.041,0.03432,20.778,
5229, 9/30/2025, 06:33:31.213,0.017433,21.038,0.034319,20.785,
5230, 9/30/2025, 06:33:41.243,0.017434,21.028,0.034315,20.79,
5231, 9/30/2025, 06:33:51.249,0.017433,21.033,0.03432,20.794,
5232, 9/30/2025, 06:34:01.261,0.017432,21.036,0.034317,20.802,
5233, 9/30/2025, 06:34:11.277,0.01743,21.034,0.03432,20.803,
5234, 9/30/2025, 06:34:21.306,0.017432,21.038,0.034314,20.803,
5235, 9/30/2025, 06:34:31.307,0.017429,21.034,0.034317,20.805,
5236, 9/30/2025, 06:34:41.337,0.017429,21.038,0.034317,20.806,
5237, 9/30/2025, 06:34:51.357,0.017431,21.043,0.034317,20.804,
5238, 9/30/2025, 06:35:01.386,0.017436,21.043,0.034314,20.808,
5239, 9/30/2025, 06:35:11.390,0.017439,21.035,0.034318,20.804,
5240, 9/30/2025, 06:35:21.393,0.017442,21.029,0.034318,20.806,
5241, 9/30/2025, 06:35:31.415,0.017438,21.042,0.034319,20.807,
5242, 9/30/2025, 06:35:41.443,0.017444,21.036,0.03432,20.804,
5243, 9/30/2025, 06:35:51.465,0.017441,21.03,0.034323,20.803,
5244, 9/30/2025, 06:36:01.481,0.017444,21.031,0.034323,20.799,
5245, 9/30/2025, 06:36:11.498,0.017447,21.033,0.034325,20.793,
5246, 9/30/2025, 06:36:21.505,0.017446,21.039,0.034321,20.78,
5247, 9/30/2025, 06:36:31.505,0.017446,21.044,0.034327,20.767,
5248, 9/30/2025, 06:36:41.534,0.017445,21.035,0.034325,20.748,
5249, 9/30/2025, 06:36:51.539,0.017441,21.047,0.034323,20.74,
5250, 9/30/2025, 06:37:01.552,0.017444,21.038,0.034323,20.736,
5251, 9/30/2025, 06:37:11.553,0.01744,21.032,0.034321,20.734,
5252, 9/30/2025, 06:37:21.566,0.017438,21.029,0.034325,20.731,
5253, 9/30/2025, 06:37:31.571,0.017438,21.034,0.034322,20.732,
5254, 9/30/2025, 06:37:41.592,0.017436,21.036,0.034323,20.739,
5255, 9/30/2025, 06:37:51.609,0.017435,21.028,0.034326,20.742,
5256, 9/30/2025, 06:38:01.624,0.017434,21.021,0.034325,20.742,
5257, 9/30/2025, 06:38:11.640,0.017435,21.019,0.034321,20.747,
5258, 9/30/2025, 06:38:21.659,0.017431,21.023,0.03432,20.766,
5259, 9/30/2025, 06:38:31.673,0.017435,21.03,0.034318,20.779,
5260, 9/30/2025, 06:38:41.678,0.017431,21.025,0.03432,20.787,
5261, 9/30/2025, 06:38:51.690,0.017432,21.026,0.034318,20.792,
5262, 9/30/2025, 06:39:01.700,0.017433,21.022,0.034317,20.795,
5263, 9/30/2025, 06:39:11.721,0.017432,21.028,0.034315,20.796,
5264, 9/30/2025, 06:39:21.738,0.01743,21.028,0.034317,20.802,
5265, 9/30/2025, 06:39:31.742,0.017431,21.028,0.034319,20.803,
5266, 9/30/2025, 06:39:41.765,0.017431,21.025,0.03432,20.803,
5267, 9/30/2025, 06:39:51.783,0.017431,21.033,0.034316,20.804,
5268, 9/30/2025, 06:40:01.805,0.017433,21.03,0.034319,20.807,
5269, 9/30/2025, 06:40:11.825,0.017438,21.034,0.034326,20.805,
5270, 9/30/2025, 06:40:21.827,0.017441,21.032,0.03432,20.805,
5271, 9/30/2025, 06:40:31.852,0.017441,21.035,0.03432,20.805,
5272, 9/30/2025, 06:40:41.871,0.017438,21.027,0.034318,20.804,
5273, 9/30/2025, 06:40:51.891,0.01744,21.037,0.034322,20.801,
5274, 9/30/2025, 06:41:01.911,0.017441,21.034,0.034321,20.796,
5275, 9/30/2025, 06:41:11.912,0.017447,21.036,0.034323,20.787,
5276, 9/30/2025, 06:41:21.938,0.017441,21.036,0.034324,20.777,
5277, 9/30/2025, 06:41:31.967,0.017442,21.03,0.034324,20.762,
5278, 9/30/2025, 06:41:41.970,0.017446,21.039,0.034325,20.746,
5279, 9/30/2025, 06:41:51.989,0.017444,21.029,0.034324,20.735,
5280, 9/30/2025, 06:42:02.016,0.017439,21.039,0.034321,20.736,
5281, 9/30/2025, 06:42:12.039,0.017442,21.029,0.034325,20.733,
5282, 9/30/2025, 06:42:22.066,0.017438,21.032,0.034317,20.731,
5283, 9/30/2025, 06:42:32.094,0.017437,21.035,0.034316,20.738,
5284, 9/30/2025, 06:42:42.098,0.017432,21.028,0.03432,20.737,
5285, 9/30/2025, 06:42:52.120,0.017433,21.023,0.034318,20.743,
5286, 9/30/2025, 06:43:02.144,0.017431,21.015,0.034319,20.745,
5287, 9/30/2025, 06:43:12.173,0.017431,21.021,0.034318,20.754,
5288, 9/30/2025, 06:43:22.184,0.017434,21.022,0.034317,20.755,
5289, 9/30/2025, 06:43:32.214,0.017431,21.024,0.034318,20.772,
5290, 9/30/2025, 06:43:42.232,0.017429,21.017,0.034312,20.782,
5291, 9/30/2025, 06:43:52.258,0.017429,21.033,0.034317,20.786,
5292, 9/30/2025, 06:44:02.287,0.017427,21.024,0.034314,20.791,
5293, 9/30/2025, 06:44:12.298,0.017436,21.025,0.034317,20.797,
5294, 9/30/2025, 06:44:22.308,0.017427,21.018,0.034309,20.801,
5295, 9/30/2025, 06:44:32.329,0.017426,21.023,0.034313,20.806,
5296, 9/30/2025, 06:44:42.343,0.017427,21.024,0.034311,20.805,
5297, 9/30/2025, 06:44:52.348,0.017429,21.028,0.034315,20.806,
5298, 9/30/2025, 06:45:02.351,0.017439,21.016,0.034315,20.806,
5299, 9/30/2025, 06:45:12.376,0.017439,21.017,0.034314,20.806,
5300, 9/30/2025, 06:45:22.404,0.017438,21.021,0.034317,20.803,
5301, 9/30/2025, 06:45:32.428,0.017438,21.025,0.034316,20.804,
5302, 9/30/2025, 06:45:42.450,0.017446,21.023,0.034317,20.803,
5303, 9/30/2025, 06:45:52.452,0.017445,21.034,0.034325,20.802,
5304, 9/30/2025, 06:46:02.459,0.017445,21.035,0.034319,20.799,
5305, 9/30/2025, 06:46:12.465,0.017446,21.028,0.034319,20.787,
5306, 9/30/2025, 06:46:22.467,0.017445,21.031,0.034323,20.764,
5307, 9/30/2025, 06:46:32.483,0.017445,21.023,0.034321,20.751,
5308, 9/30/2025, 06:46:42.499,0.017447,21.03,0.034324,20.735,
5309, 9/30/2025, 06:46:52.503,0.017444,21.021,0.034323,20.734,
5310, 9/30/2025, 06:47:02.508,0.017441,21.017,0.034321,20.731,
5311, 9/30/2025, 06:47:12.528,0.01744,21.026,0.034321,20.731,
5312, 9/30/2025, 06:47:22.537,0.017437,21.024,0.03432,20.731,
5313, 9/30/2025, 06:47:32.553,0.017436,21.025,0.034322,20.734,
5314, 9/30/2025, 06:47:42.559,0.017434,21.018,0.034322,20.736,
5315, 9/30/2025, 06:47:52.588,0.017435,21.026,0.03432,20.735,
5316, 9/30/2025, 06:48:02.602,0.01743,21.008,0.034318,20.735,
5317, 9/30/2025, 06:48:12.605,0.017429,21.012,0.034318,20.746,
5318, 9/30/2025, 06:48:22.619,0.017432,21.012,0.034318,20.758,
5319, 9/30/2025, 06:48:32.629,0.017434,21.022,0.034319,20.768,
5320, 9/30/2025, 06:48:42.646,0.017435,21.021,0.034314,20.778,
5321, 9/30/2025, 06:48:52.664,0.017436,21.02,0.034314,20.782,
5322, 9/30/2025, 06:49:02.668,0.017437,21.021,0.034316,20.789,
5323, 9/30/2025, 06:49:12.697,0.01743,21.017,0.034315,20.796,
5324, 9/30/2025, 06:49:22.707,0.017429,21.023,0.034315,20.799,
5325, 9/30/2025, 06:49:32.716,0.017434,21.019,0.034317,20.802,
5326, 9/30/2025, 06:49:42.746,0.01743,21.023,0.034313,20.803,
5327, 9/30/2025, 06:49:52.758,0.017434,21.018,0.034311,20.804,
5328, 9/30/2025, 06:50:02.781,0.017434,21.022,0.034313,20.804,
5329, 9/30/2025, 06:50:12.811,0.017433,21.022,0.034316,20.804,
5330, 9/30/2025, 06:50:22.819,0.017434,21.021,0.034321,20.803,
5331, 9/30/2025, 06:50:32.845,0.017437,21.027,0.034317,20.802,
5332, 9/30/2025, 06:50:42.864,0.017436,21.024,0.034319,20.799,
5333, 9/30/2025, 06:50:52.872,0.01744,21.022,0.034322,20.797,
5334, 9/30/2025, 06:51:02.878,0.017443,21.019,0.034322,20.795,
5335, 9/30/2025, 06:51:12.896,0.017444,21.028,0.034322,20.786,
5336, 9/30/2025, 06:51:22.921,0.017447,21.03,0.03432,20.771,
5337, 9/30/2025, 06:51:32.932,0.017448,21.025,0.034321,20.76,
5338, 9/30/2025, 06:51:42.942,0.017449,21.019,0.034322,20.743,
5339, 9/30/2025, 06:51:52.950,0.017447,21.016,0.034321,20.732,
5340, 9/30/2025, 06:52:02.970,0.017441,21.027,0.034321,20.732,
5341, 9/30/2025, 06:52:12.981,0.017437,21.017,0.034322,20.73,
5342, 9/30/2025, 06:52:23.001,0.017439,21.019,0.034323,20.731,
5343, 9/30/2025, 06:52:33.009,0.017438,21.017,0.034318,20.733,
5344, 9/30/2025, 06:52:43.015,0.017436,21.019,0.034321,20.736,
5345, 9/30/2025, 06:52:53.016,0.017431,21.018,0.03432,20.737,
5346, 9/30/2025, 06:53:03.038,0.017435,21.014,0.034318,20.739,
5347, 9/30/2025, 06:53:13.057,0.017435,21.016,0.034316,20.744,
5348, 9/30/2025, 06:53:23.083,0.017431,21.02,0.034316,20.747,
5349, 9/30/2025, 06:53:33.094,0.017427,21.025,0.034315,20.757,
5350, 9/30/2025, 06:53:43.124,0.017432,21.018,0.034315,20.763,
5351, 9/30/2025, 06:53:53.144,0.017427,21.018,0.034317,20.771,
5352, 9/30/2025, 06:54:03.171,0.017425,21.016,0.034314,20.785,
5353, 9/30/2025, 06:54:13.192,0.01743,21.024,0.034314,20.792,
5354, 9/30/2025, 06:54:23.204,0.017431,21.017,0.034311,20.797,
5355, 9/30/2025, 06:54:33.218,0.017431,21.02,0.03431,20.801,
5356, 9/30/2025, 06:54:43.232,0.017425,21.022,0.034311,20.802,
5357, 9/30/2025, 06:54:53.245,0.01743,21.021,0.034313,20.803,
5358, 9/30/2025, 06:55:03.271,0.017435,21.019,0.034314,20.805,
